tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,001,200190,1,,Billie Jean King,R,,USA,25.1635865845,200191,,,Frances Luff,U,,AUS,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,002,200150,,,Evonne Cawley,R,,AUS,17.4757015743,200192,,,Helen Kayser,U,,AUS,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,003,200168,6,,Karen Krantzcke,R,,AUS,21.9685147159,200155,,,Lexie Kenny,U,,AUS,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,004,200149,,,Helen Sheedy,U,,AUS,,200165,,,Lany Kaligis,U,,INA,19.7481177276,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,005,200193,3,,Ann Jones,L,,GBR,30.2614647502,200166,,,Patricia Edwards,U,,AUS,,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,006,200145,,,Kerry Harris,U,,AUS,19.3374401095,200179,,,Barbara Hawcroft,U,,AUS,18.2724161533,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,007,200185,7,,Lesley Hunt,U,,AUS,18.6475017112,200161,,,Janine Whyte,U,,AUS,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,008,200129,9,,Lesley Bowrey,R,,AUS,26.431211499,200141,,,Wendy Gilchrist,L,,AUS,18.6803559206,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,009,200194,10,,Francoise Durr,R,,FRA,26.0725530459,200195,,,H Rush,U,,AUS,,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,010,200184,,,Helen Cawley,U,,AUS,22.0780287474,200160,8,,Judy Dalton,U,,AUS,31.1074606434,2-6 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1969-W-SL-AUS-01A-1969,Australian Open,Grass,32,G,19690120,011,200181,,,Margaret Starr,U,,AUS,,200196,,,Kerryl Chute,U,,AUS,23.7535934292,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
