tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,001,200819,,,Nicole Niox Chateau,U,,FRA,,201243,,,Shari Barman,U,,USA,,6-2 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,002,200888,,,Joan Koudelka,U,,RSA,,203689,,,Jacqueline Berson,U,,FRA,,6-0 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,003,200853,,,Anne Marie Rouchon,U,,FRA,33.3223819302,200805,,,Aline Nenot,U,,FRA,,W/O,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,004,200885,,,Sharon Van Brandis,U,,RSA,,200946,,,Sylvie Rual,U,,FRA,,6-0 3-6 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,005,200830,,,Chantal Langanay,U,,FRA,,200825,,,Maylis Burel,U,,FRA,27.8959616701,W/O,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,006,200891,,,Daphne Pattison,U,,ZIM,22.945927447,200861,,,Yaeko Matsuda,U,,JPN,,6-1 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,007,200886,,,Becky Vest,U,,USA,,203693,,,Marie Christine Brochard,U,,FRA,,6-4 7-5,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,008,200916,,,Ching Ling Chang,U,,USA,22.6228610541,203692,,,Madeleine Pegel,U,,SWE,26.8446269678,6-3 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,009,200806,,,Birgitta Lindstrom,U,,FIN,23.356605065,203694,,,Kumarani Ranga Rao,U,,IND,,6-0 6-0,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1971-W-SL-FRA-01A-1971,French Open,Clay,64,G,19710524,010,200894,,,Isabel Fernandez De Soto,U,,COL,20.6789869952,200972,,,Dominique Beillan,U,,FRA,16.0,6-1 6-0,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
