tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,1,241116,,,Mary Greef,R,,USA,,249371,,,Frances Pettingill,U,,USA,,6-1 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,2,240695,,,Olive Wade,U,,CAN,16.4462696783,245575,,,Helen Bidwell,U,,USA,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,3,246621,,,Margaret Collier,U,,USA,,249378,,,Monica Cullen,U,,USA,,3-6 6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,4,238411,,,Edith Tough,U,,USA,,249379,,,Anne Hammett,U,,USA,,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,5,228150,,,Virginia Rice,U,,USA,17.4757015743,243565,,,Louise Packer,L,,USA,,6-1 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,6,234067,,,Sarah Palfrey Cooke,R,,USA,15.9589322382,243559,,,Mary Cutter,U,,USA,,6-0 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,7,238293,,,Dorrance Chase,U,,USA,17.9739904175,230027,,,Florence Leboutillier,U,,USA,18.3956194387,6-1 1-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,8,243507,,,Virginia Hilleary,R,,USA,,232273,,,Jean Burritt,R,,CAN,19.8959616701,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,9,241679,,,Charlotte Miller,U,,USA,,244428,,,Lucy Jane Hedberg,U,,USA,16.167008898,6-2 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,10,239875,,,Mianne Palfrey,U,,USA,17.4976043806,244328,,,Mary Mattson,U,,USA,,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,11,240487,,,Evelyn Lucas,U,,USA,,247237,,,Betty Janeskie,U,,USA,,6-1 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,12,242150,,,Barbara Stoddard,U,,USA,,249380,,,Nona Martin,U,,USA,,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1928-1358,Philadelphia Natl Girls,Grass,,J,19280903,13,242798,,,Betty Taussig,U,,USA,,241631,,,Betty Vanneman,U,,USA,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
