player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
207698,Aicha,Ferjani,U,19740203,TUN,,
207699,Merve,Asimgil,U,19840311,TUR,,
207700,Seden,Ozlu,U,19790306,TUR,,
207701,Nikoleta,Pritargova,U,19780904,BUL,,
207702,Stela,Penciu,R,19700501,TUR,,
207703,Deniz,Emre,U,19811102,TUR,,
207704,Serra,Olgac,U,19830830,TUR,,
207705,Asli,Kocaoemer,U,19760310,TUR,,
207706,Nazan,Arsal,U,19810720,TUR,,
207707,Zeynep,Gurkaynak,U,19810504,TUR,,
207708,Merve,Koksal,U,19840209,TUR,,
207709,Ruya,Inalpulat,U,19860102,TUR,,
207710,Gulshah,Esen,U,19850108,TUR,,
207711,Sanem,Irem,U,19841122,TUR,,
207712,Andreea Mihaela,Matei,U,19831107,ROU,,
207713,Yasemin,Elgi,U,19851022,TUR,,
207714,Sirma Aysen,Bingeli,U,19850920,TUR,,
207715,Tijana,Stojkovic,U,19830718,YUG,,
207716,Zeynep Melis,Altinay,U,19850312,TUR,,
207717,Tanja,Schugt,U,19810920,GER,,
207718,Antonia,Steinmetz,U,19830101,GER,,
207719,Ekaterina,Ostapenko,R,19831126,RUS,,
207720,Olga,Pasichnichenko,L,19850305,UKR,,
207721,Katerina,Romanenko,U,19820824,UKR,,
207722,Olena,Tsutskova,R,19850830,UKR,,
207723,Anna,Komarova,U,19810115,UKR,,
207724,Elena,Jirnova,U,19810328,UKR,,
207725,Victoria,Broyak,U,19810908,UKR,,
207726,Diana,Tchkouasselli,U,19810104,UKR,,
207727,Agustina,Arechavaleta,R,19841101,URU,,
207728,Irene,Gutierrez,U,19830129,URU,,
207729,Maria Carolina,Torres,U,19790402,URU,,
207730,Maria Teresa,Ruiz,U,19711106,URU,,
207731,Jimena,Fernandez,U,19820128,URU,,
207732,Katie,Mcglennen,U,19770527,USA,,
207733,Aimee,Smith,U,19820110,USA,,
207734,Megan,Yeats,U,19810519,USA,,
207735,April,Gabler,U,19781129,USA,,
207736,Maren,Haus,U,19791106,USA,,
207737,Sarah,Scaringe,U,19780514,USA,,
207738,Marie Ange,Koami,U,19780114,USA,,
207739,Dina,Basil,U,19680406,USA,,
207740,Margaret,Schnakenburg,U,19760707,USA,,
207741,Mary Beth,Maggart,U,19760329,USA,,
207742,Milica,Stamenic,U,19820415,CAN,,
207743,Patricia,Chang,U,19841020,USA,,
207744,Ashley,Robards,U,19821229,USA,,
207745,Kathryn,Sell,U,19790225,USA,,
207746,Leslie,Harvey,U,19810718,USA,,
207747,Becky,Brown,U,19640801,USA,,
207748,Julie,Rotondi,U,19811223,USA,,
207749,Danielle,Lund,U,19781110,USA,,
207750,Marina,Bernshtein,R,19841003,ISR,,
207751,Terri,Gaskill,U,19650402,USA,,
207752,Sonja,Vidas,U,19820128,RSA,,
207753,Amy,Alcini,U,19681215,USA,,
207754,Douglas,Wink,U,19840522,USA,,
207755,Sara,Anundsen,U,19850621,USA,,
207756,Karla,Porter,U,19770318,USA,,
207757,Kristin,Cargill,U,19841130,USA,,
207758,Caroline,Neves,U,19840204,BRA,,
207759,Kristin,Lam,U,19810705,USA,,
207760,Bonnie,Baird,U,19850503,USA,,
207761,Lolita,Frangulyan,U,19860404,UZB,,
207762,Arthi,Venkatesan,U,19770302,IND,,
207763,Marta,Simic,U,19830909,SRB,,
207764,Vanja,Mikovic,R,19841208,SRB,,
207765,Malvina,De La Canal,U,19860504,ARG,,
207766,Andreea,Fusea,U,19830112,ROU,,
207767,Natalie,Mikolich,U,19830401,USA,,
207768,Jennifer,Langer,U,19830702,USA,,
207769,Claire,Sessions Bailey,U,19700527,USA,,
207770,Caroline,Hora,U,19750313,CAN,,
207771,Lauren,Rose,U,19780316,USA,,
207772,Alison,Ojeda,U,19791129,USA,,
207773,Laura,Ritchey,R,19710624,USA,,
207774,Katia,Bogomolova,U,19810816,USA,,
207775,Maria Florica,Pandele,U,19780210,ROU,,
207776,Kara,Warkentin,U,19771202,USA,,
207777,Violette,Ahn,U,19790927,USA,,
207778,Lisa,Pugliese,U,19740221,USA,,
207779,Evonne,Allerkamp,U,19740923,USA,,
207780,Andrea,Ho,U,19790618,AUS,,
207781,Mandy,Carvalho,U,19790312,USA,,
207782,Diana,Laksono,U,19811020,INA,,
207783,Jessica,Balbuena,U,19800415,USA,,
207784,Rui Jing,Wong,U,19820422,SIN,,
207785,Emily,Jacobs,U,19811119,USA,,
207786,Callie,Creighton,U,19770711,USA,,
207787,Maggie,Harris,U,19750529,USA,,
207788,Elina,Bairos,U,19820521,USA,,
207789,Terry Ann,Zawacki,U,19740428,USA,,
207790,Kimberly,Gates,R,19790725,USA,,
207791,Bettina,Roberts,U,19820718,USA,,
207792,Lindsay,Blau,U,19800519,USA,,
207793,Johanna,Sones,U,19750518,USA,,
207794,Amy,Newman,U,19790124,USA,,
207795,Cassandra,Godfrey,U,19800929,AUS,,
207796,Jiang,Yu,U,19770501,CHN,,
207797,Meiling,Parks,U,19791112,USA,,
207798,Jennifer,De Spain,U,19781020,USA,,
207799,Vania,Apodaca,U,19810428,USA,,
207800,Megan,Racette,U,19831014,USA,,
207801,Lindsey,Stead,U,19800201,USA,,
207802,Angela,Arean,U,19821122,VEN,,
207803,Avel Romaly,Coronado,L,19850626,VEN,,
207804,Anabella,Duque,U,19830827,VEN,,
207805,Jessica,Simosa,U,19840228,VEN,,
207806,Mariana,Melo,U,19840512,VEN,,
207807,Viviana,Yrureta,U,19850923,VEN,,
207808,Alexandra,Nieto,U,19830927,VEN,,
207809,Layla,Tohme,U,19801125,VEN,,
207810,Maria Elizabeth,Lopez,L,19830106,VEN,,
207811,Maria Karina,Lomena,U,19810829,VEN,,
207812,Eleonora,Vegliante,U,19730721,VEN,,Q103022071
207813,Marianne,Sibille,U,19790920,VEN,,
207814,Megan,Marton,U,19820411,USA,,
207815,Alejandra,Lopez,U,19800827,VEN,,
207816,Diana,Martin,U,19821021,VEN,,
207817,Claudia,Nieto,U,19801201,VEN,,
207818,Lia,Fabiano,U,19810531,ITA,,
207819,Mindy,Salas,U,19800228,VEN,,
207820,Vanessa,Nieto,U,19840130,VEN,,
207821,Zuzana,Melicherova,U,19840125,SVK,,
207822,Carolina,Aristimuno,U,19810125,VEN,,
207823,Emily,Leonardi,U,19740526,VEN,,
207824,Aleksandra,Jecmenica,U,19850818,YUG,,
207825,Sanja,Jukic,U,19820911,YUG,,
207826,Milica,Jeremic,U,19830805,YUG,,
207827,Elizabeth,Schranz,U,19810823,AUT,,
207828,Paula,Iversen,U,19700217,ZIM,,Q42956556
207829,Angela,Piedrahita,R,19840329,USA,,
207830,Maria,Serra,U,19841130,ARG,,
207831,Sandra,Leborgne,U,19820116,BEL,,
207832,Pilar,Escandell Planells,U,19841012,ESP,,
207833,Mirte,Ros,U,19810510,NED,,
207834,Asami,Suzuki,U,19851107,JPN,,
207835,Cecile,Leclere,U,19800515,FRA,,
207836,Jennie,Loow,U,19830222,SWE,,
207837,Cristina,Cabello Gonzalez,U,19840410,ESP,,
207838,Tereza,Szafnerova,U,19820930,CZE,,
207839,Viola,Wacker,U,19840728,GER,,
207840,Luiza,Borges,U,19861110,POR,,
207841,Annabel,Youthed,U,19840917,GBR,,
207842,Roseta,Navarro Pons,R,19861223,ESP,,
207843,Viktoria,Bucalic,U,19800916,SWE,,
207844,Megan,Emmett,U,19840229,GBR,,
207845,Dong Bo,Lei,U,19830305,CHN,,
207846,Yang,Liu,U,19820522,CHN,,
207847,Sunna Kristina,Barthel,U,19840418,GER,,
207848,Anne Laure,Brochard,U,19800416,FRA,,
207849,Medhini,Sharma,U,19841017,IND,,
207850,Krisel,Sverko,U,19830616,CRO,,
207851,Yasmin,Ulrich,U,19850712,GER,,
207852,Barbara,Orlai,U,19820804,HUN,,
207853,Elli,Kokoliou,U,19850602,GRE,,
207854,Eleni,Karakeke,U,19850109,GRE,,
207855,Susanne,Aigner,U,19831215,AUT,,
207856,Nichala,Reddy Boda,U,19830921,IND,,
207857,Radhika,Mandke,U,19810220,IND,,
207858,Harriet,Piercy,R,19830221,GBR,,
207859,Larissa,Deschamps,U,19851210,BRA,,
207860,Luiza,Barcaui,U,19871226,BRA,,
207861,Frances,Hendry,U,19851105,GBR,,
207862,Vincerzo,Napolio,U,19421022,ITA,,
207863,Maria Paz,Jimenez Barquero,U,19841208,ESP,,
207864,Aleksandra,Kujawska,U,19821220,POL,,
207865,Nadzeya,Lysak,U,19840724,BLR,,
207866,Wioletta,Kaczmarek,U,19830205,POL,,
207867,Megan,Schmulbach,U,19840920,USA,,
207868,Nicolette,Mechem,U,19831108,USA,,
207869,Nancy,Loeffler Caro,L,19611011,CAN,,
207870,Anita,Ivancevic,U,19860219,USA,,
207871,Alessandra,Jordan,U,19870112,USA,,
207872,Aradhana,Sarohia,U,19820709,USA,,
207873,Tiffany,Smith,U,19831228,USA,,
207874,Petra,Vojtaskova,U,19830423,CZE,,
207875,Barbora,Strnadova,U,19840602,CZE,,
207876,Hana,Kraftova,U,19830206,CZE,,
207877,Anita,Csendes,U,19811002,HUN,,
207878,Macey,Breece,U,19830224,USA,,
207879,Gaelle,Adda,R,19771115,FRA,,
207880,Donna,Calvert,U,19810222,AUS,,
207881,Kelcy,Tefft,U,19861225,USA,,
207882,Caylan,Leslie,U,19820701,USA,,
207883,Stephanie,Price,U,19820923,USA,,
207884,Jan,Bardot,U,19580317,USA,,
207885,Caroline,Korsawe,U,19840606,GER,,
207886,Serena,Bergomi,R,19850503,SUI,,
207887,Carine,Vermeulen,U,19840607,RSA,,
207888,Candice,Meyer,U,19821224,RSA,,
207889,Ruxandra,Marin,U,19830901,ROU,,
207890,Nadia,Solomon,R,19861225,RSA,,
207891,Megan,Sandwith,U,19860318,RSA,,
207892,Maretha,Van Niekerk,U,19840326,RSA,,
207893,Cigdem,Duru,U,19860507,TUR,,
207894,Selen,Surel,U,19860624,TUR,,
207895,Ana,Cetnik,U,19830113,SRB,,
207896,Alexa,De Bont,U,19800129,NED,,
207897,Sylwia,Ziolkowska,U,19840725,POL,,
207898,Tarryn,Terblanche,R,19860322,RSA,,
207899,Hayley,St Leger,U,19850530,RSA,,
207900,Gertruda,Nagtzaam,U,19811230,NED,,
207901,Kate,Boomershine,U,19830530,USA,,
207902,Karen,Fodera,U,19671205,USA,,
207903,Sarah Jane,Connelly,U,19820802,USA,,
207904,Catrina,Thompson,U,19840913,USA,,
207905,Eveline,Rusdianto,U,19831023,INA,,
207906,Bethany,Griffin,U,19821129,USA,,
207907,Csilla,Dobo,U,19760315,HUN,,
207908,Cecile,Baijot,L,19851030,BEL,,
207909,Luisa,Cowper,U,19831219,GBR,,
207910,Lindsay,Ferrell,U,19820811,USA,,
207911,Kathleen,Blaszak,U,19820917,USA,,
207912,Rocio,Amadio,R,19840803,ARG,,
207913,Claudia,Strauss,U,19850711,VEN,,
207914,Paola,Iovino,R,19860325,VEN,,
207915,Emma,Zuleta,U,19850823,ECU,,
207916,Zobaida,Mottola,U,19850625,VEN,,
207917,Helen,Wisnienski,U,19870609,VEN,,
207918,Rachel,Halligan,R,19840103,IRL,,
207919,Celine,Francois,U,19820812,LUX,,
207920,Amy,Burson,U,19810415,USA,,
207921,Emilia,Anderson,U,19820204,USA,,
207922,Colleen,Cheng,U,19790212,USA,,
207923,Ashlee,Davis,R,19850522,USA,,
207924,Saras,Arasu,R,19830726,USA,,
207925,Brittany,Brown,U,19850420,USA,,
207926,Constanza,Politi,U,19860626,ITA,,
207927,Rossella,Sartore,U,19840216,ITA,,
207928,Paola,Gamboa,U,19850827,ECU,,
207929,Fatima Zohra,Benboubker,U,19850130,MAR,,
207930,Nisrine,Hajbane,U,19840404,MAR,,
207931,Mouna,Sabri,U,19840202,MAR,,Q101728544
207932,Hanae,Rhazi,U,19820610,MAR,,
207933,Sana,Ben Salah,R,19831217,ALG,,
207934,Meryem,Lahlou,U,19840528,MAR,,
207935,Milena,Schulz Gartner,U,19830131,GER,,
207936,Laura Ramona,Husaru,U,19841102,ROU,,
207937,Catherine,Grotz,L,19861210,BEL,,
207938,Diana,Muller,U,19820311,GER,,
207939,Laurence,Pont,U,19790117,FRA,,
207940,Laurence,Jayet,U,19810429,FRA,,
207941,Christelle,Gerin,U,19840430,FRA,,
207942,Alexandra,Mayrat,U,19821129,FRA,,
207943,Monica,Hoz De Vila,U,19850622,BOL,,
207944,Cecilia,Ampuero,U,19740901,BOL,,
207945,Kristyna,Horakova,U,19850510,CZE,,
207946,Katerina,Kocibova,R,19850604,CZE,,
207947,Yamile,Fors Guerra,U,19770511,CUB,,Q27495841
207948,Laila,Shetty,U,19810805,USA,,
207949,Victoria,Zabala,U,19850126,MEX,,
207950,Estefania,Martinez,U,19811219,MEX,,
207951,Alejandra,Guerra,U,19870213,MEX,,
207952,Wendy,Galan Dominguez,U,19821009,CUB,,
207953,Catalina,Angeleri,U,19850126,ARG,,
207954,Debbie,Carr,U,19750429,AUS,,
207955,Nasheli,Martinez,U,19840508,MEX,,
207956,Yanet,Nunez Mojarena,U,19810702,CUB,,Q27495842
207957,Cinthia,Saucedo,U,19850329,MEX,,
207958,Mariana,Lopez Terribile,R,19830429,ARG,,
207959,Hanne,Camassa,U,19850709,BEL,,
207960,Katherine,Laidler,U,19820712,GBR,,
207961,Tiziana,Iezza,U,19820419,ITA,,
207962,Debora,Carmassi,U,19830803,ITA,,
207963,Rijana,Puljic,U,19841107,CRO,,
207964,Nina,Suvak,U,19840725,SLO,,
207965,Mija,Kresic,U,19841008,BIH,,
207966,Mariana,Cutuk,R,19850418,CRO,,
207967,Stephanie,Krappl,U,19841017,SUI,,
207968,Jelena,Bukulin,U,19841004,CRO,,
207969,Patricia,Almudever Folch,U,19810526,ESP,,
207970,Patricia,Munoz Santana,U,19840306,ESP,,
207971,Maria,Perez Garcia,U,19840418,ESP,,
207972,Natalia,Tsitouras,U,19830703,GRE,,
207973,Saranya,Pattabhi,U,19860722,IND,,
207974,Shubha,Srinivasan,U,19790727,IND,,
207975,Alice,Joy,U,19840123,IND,,
207976,Catherine,Hortala,U,19820913,FRA,,
207977,Jana,Deylova,U,19840801,CZE,,
207978,Tania,Miro Garcia Pozuelo,U,19861112,ESP,,
207979,Naina,Karsolia,U,19860712,IND,,
207980,Deepanwita,Chakrabarty,U,19850924,IND,,
207981,Mamiko,Kawaguchi,U,19830721,JPN,,
207982,Haruka,Nakamura,U,19840310,JPN,,
207983,Miglana,Nenova,U,19851007,BUL,,
207984,Jovana,Stankovic,U,19860110,SRB,,
207985,Maria Angela,Ferreira,R,19841228,PAR,,
207986,Madelaine,Madelaire,U,19860102,PAR,,
207987,Natalia,Sanchez,U,19860715,COL,,
207988,Natalie,Beck,U,19851103,USA,,
207989,Celena,Mccoury,U,19790130,USA,,
207990,Marine,Nizri Spiegel,L,19780929,USA,,
207991,Amanda,Parson Siegel,U,19731223,DEN,,
207992,Cara,Robinette,U,19730424,USA,,
207993,Loni,Worsley,U,19810928,USA,,
207994,Anna,Jaen Seire,U,19851028,ESP,,
207995,Kirsty,Mcrae,U,19840619,GBR,,
207996,Belen,Pandre,U,19830713,ARG,,
207997,Julieta,Calabrese,U,19780825,ARG,,
207998,Lucia,Garcia,U,19851216,URU,,
207999,Amina,El Sahn,L,19860918,EGY,,
208000,Marina,Tishkova,U,19840711,RUS,,
208001,Azzurra,Fonsmorti,U,19840808,ITA,,
208002,Francesca,Cicciu,U,19821006,ITA,,
208003,Maria,Kravcenko,U,19830210,LAT,,
208004,Vanessa,Pallucci,U,19820611,ITA,,
208005,Daniela,Caljkusic,R,19841207,CRO,,
208006,Anya,Villanueva,U,19870508,MEX,,
208007,Marissa,Espinoza,U,19861004,MEX,,
208008,Christyn,Lucas,U,19850210,USA,,
208009,Anne Linn,Perez,U,19850101,THA,,
208010,Giorgia,Brunetti,U,19830501,ITA,,
208011,Maria Del Mar,Ceron,U,19861207,MEX,,
208012,Tania,Hernandez,U,19861207,MEX,,
208013,Nanci,Lemuz,U,19810831,MEX,,
208014,Beatriz,Fernandez,U,19860306,MEX,,
208015,Elena,Petrucciano,L,19860518,ITA,,
208016,Marzia,Carchesio,U,19840311,ITA,,
208017,Melanie,Gerbasi,U,19830610,ITA,,
208018,Natalia,Yakimovich,U,19860308,BLR,,
208019,Yulia,Stupak,U,19860910,UKR,,
208020,Irina,Smislova,R,19851023,LAT,,
208021,Claire,Ilcinkas,U,19861219,FRA,,
208022,Clemence,Castel,U,19841001,FRA,,
208023,Alyssa Ann,Labay,U,19860620,PHI,,
208024,Ana Gloria,Osorio Pena,U,19870412,ESA,,Q103503109
208025,Iris,Elias,U,19861014,ESA,,
208026,Maria,Zivcicova,R,19850515,SVK,,
208027,Dominika,Nemcovicova,U,19821007,SVK,,
208028,Daniella,Cohen,U,19870521,ISR,,
208029,Nel,Ben Ami,U,19861029,ISR,,
208030,Roni,Gilboa,U,19860919,ISR,,
208031,Alexandra,Glushenko,U,19860826,ISR,,
208032,Etti,Gans,U,19870628,ISR,,
208033,Mareike,Molchin,U,19860613,GER,,
208034,Alexandra,Kichoutkin,R,19871119,ISR,,
208035,Angela,Garcia Mosquera,U,19860705,COL,,
208036,Ana Milena,Ramirez,U,19840314,COL,,
208037,Milena,Chisaca,U,19850825,COL,,
208038,Vanessa,Guerrero,U,19850302,COL,,
208039,Carolina,Escamilla,L,19870309,COL,,
208040,Paula,Arevalo,U,19860208,COL,,
208041,Catalina,Cruz Gomez,U,19860518,COL,,
208042,Lucia,Lazo,U,19830721,COL,,
208043,Catalina,Villegas Garcia,U,19860808,COL,,
208044,Susana,Hernandez,R,19861110,COL,,
208045,Lucy,Johnson,U,19841209,NZL,,
208046,Natalie,Orourke,U,19860829,NZL,,
208047,Natalie,Dean,U,19850530,NZL,,
208048,Carmel,Meachen,U,19850811,NZL,,
208049,Ana,Corbett,U,19851222,NZL,,
208050,Julie,Scott,U,19690201,NZL,,
208051,Angela,Ahtemenciuc,U,19840911,MDA,,
208052,Katie,Taylor,U,19851220,GBR,,
208053,Hsin Chieh,Chang,U,19830915,TPE,,
208054,Milica,Veselinovic,U,19850217,SCG,,
208055,Natasa,Sijakovic,U,19840514,SCG,,
208056,Petra,Bajerovska,U,19840822,SVK,,
208057,Barbara,Hoflinger,U,19830522,AUT,,
208058,Sanja,Todorovic,U,19840509,SRB,,
208059,Sevia,Gonca,U,19840104,TUR,,
208060,Sihem,Ben Youcef,U,19791206,ALG,,
208061,Saida,Hared,U,19770922,ALG,,
208062,Akila,Bouchabou,U,19800715,ALG,,
208063,Mia,Zecevic,U,19830414,YUG,,
208064,Claudia,Jorda Fernandez,U,19860726,ESP,,
208065,Imane,Bachi,U,19831206,ALG,,
208066,Nabila,Bouchabou,U,19731208,ALG,,
208067,Assia,Halo,U,19840214,ALG,,
208068,Mariana,Macia,U,19800502,BRA,,
208069,Tatiana,Tamburini,U,19840408,BRA,,
208070,Dayane,Silva,U,19851012,BRA,,
208071,Marie Pier,Pouliot,R,19840131,CAN,,
208072,Marie France,Lord Andrade,U,19840112,CAN,,
208073,Melanie,Roy,U,19840331,CAN,,
208074,Jessica,Mckeown,U,19830626,CAN,,
208075,Nai Yu,Wang,R,19850706,TPE,,
208076,Ting Wen,Wang,U,19850830,TPE,,
208077,Shu Jin,Xie,U,19840302,CHN,,
208078,Ling,Yan,U,19840820,CHN,,
208079,Miria,Bartels,U,19850313,GER,,
208080,Marie,Combemorel,U,19820719,FRA,,
208081,Laura,Bolet,U,19820506,ESP,,
208082,Nelly,Iglesias Vazquez,U,19840430,SUI,,
208083,Ana Maria,Mora,U,19831028,PER,,
208084,Adriana,Bedoya,U,19850102,PER,,
208085,Roxana Ianula,Dragan,U,19860401,ROU,,
208086,Meritxell,Gol Alamo,U,19861218,ESP,,
208087,Inga,Prodinger,U,19840425,GER,,
208088,Bettina,Gabbe,U,19850628,GER,,
208089,Jessica,Lopez Lopez,U,19851209,ESP,,
208090,Montserrat,Ferrer,U,19840820,ESP,,
208091,Celia,Sutton,U,19810502,MEX,,
208092,Graciela,Ailloud,U,19850621,MEX,,
208093,Chandra,Capozzi,R,19870327,DOM,,
208094,Laura,Fernandez,U,19850210,DOM,,
208095,Michelle,Aybar,U,19860614,DOM,,
208096,Rocio,Lopez Pimentel,U,19830430,DOM,,
208097,Danielle,Plant,U,19830709,GBR,,
208098,Vanessa,Masalles,U,19860610,DOM,,
208099,Yadira,Geara,U,19860201,DOM,,Q8046565
208100,Jelena,Jovic,U,19850715,SCG,,
208101,Bruna,Discordia,U,19840110,CRO,,
208102,Mayu,Araki,U,19840326,JPN,,
208103,Daniela,Murselovic,U,19830830,SCG,,
208104,Cassy,Fabiani,U,19850802,USA,,
208105,Katherine,Wittgruber,U,19860708,CZE,,
208106,Francesca,Flavell,R,19861030,GBR,,
208107,Karin,Kues,U,19830317,BEL,,
208108,Carolina,Seixas,U,19860103,POR,,
208109,Anna,Vines Milian,U,19871017,ESP,,
208110,Breda,Kovac,U,19850412,SLO,,
208111,Vana,Mrazovic,R,19840226,SRB,,
208112,Christina,Zgera,U,19860423,GRE,,
208113,Barbara,Krzesinska,U,19861103,POL,,
208114,Karolina,Rejniak,U,19860611,POL,,
208115,Adriana,Solarova,U,19851205,SVK,,
208116,Barbora,Machovska,U,19800606,CZE,,
208117,Veronika,Jakimicova,U,19780806,CZE,,
208118,Kristina,Bezakova,U,19841021,SVK,,
208119,Manisha,Patel,U,19770513,USA,,
208120,Ji Young,Yoo,U,19771013,KOR,,
208121,Hye Jeong,Yoo,U,19810716,KOR,,
208122,Jennifer,Mcgaffigan,U,19811121,USA,,
208123,Min Hee,Lee,U,19790603,KOR,,
208124,Jae Eun,Kim,U,19830630,KOR,,
208125,Bit Na,Lee,L,19840206,KOR,,
208126,Karen,Rombouts,R,19850515,NED,,
208127,Pasquale,Jansma,R,19860715,NED,,
208128,Kika,Hogendoorn,U,19800312,NED,,
208129,Michelle,Colaninni,U,19801002,USA,,
208130,Brook,Connelly,U,19851231,USA,,
208131,Samantha,Hammond,U,19840807,USA,,
208132,Alice,Botto,U,19850916,ITA,,
208133,Stephanie,Kusano,U,19870411,USA,,
208134,Catherine,Gunn,R,19830819,GBR,,
208135,Rachael,Porsz,R,19850330,GBR,,
208136,Mhari,Neish,U,19850504,GBR,,
208137,Courtney,Bergman,U,19820502,USA,,
208138,Mariko,Fritz Krockow,U,19821129,JPN,,
208139,Lara,Alexander,U,19861010,GBR,,
208140,Daniela,Kocetkova,U,19840701,LAT,,
208141,Anna,White,U,19780523,GBR,,
208142,Alessandra,Esposito,U,19831112,ITA,,
208143,Jennifer,Radman,U,19800507,CAN,,
208144,Melissa,Schaub,U,19840112,USA,,
208145,Carla,Zabaleta,L,19850808,ARG,,
208146,Sofia,Canarte,U,19860429,ECU,,
208147,Pamela,Duran Vinueza,U,19870217,ECU,,
208148,Juliana,Cordero,R,19860707,ARG,,
208149,Pascale,Schnitzer,U,19850917,CHI,,
208150,Renata,Del Barco Matto,U,19830428,BRA,,
208151,Mabel,Rodriguez,U,19860729,CHI,,
208152,Liliana,Aguilera,U,19841101,COL,,
208153,Sofia,Ayala,R,19870427,ECU,,
208154,Zineb,El Ouazzani,U,19871129,MAR,,
208155,Corinne Marie,Demey Bousm,U,19700228,BEL,,
208156,Antonia,Aposteanu,R,19850516,ROU,,
208157,Kristin,Koenig,R,19790227,USA,,
208158,Karine,Gallet,U,19770329,FRA,,
208159,Ludivine,Cassagne,U,19840210,FRA,,
208160,Dyane,Aixendri,U,19740301,FRA,,
208161,Marinela,Antonic,U,19820512,AUS,,
208162,Olivia,Beltrame,U,19850513,FRA,,
208163,Melissa,Gibb,U,19860127,GBR,,
208164,Dorottya,Magas,R,19840816,HUN,,
208165,Zsuzsanna,Fodor,U,19831209,HUN,,
208166,Helene,Tribolet,U,19870628,SUI,,
208167,Liu Ling,Wang,U,19851101,CHN,,
208168,Dan,Xiong,R,19830123,CHN,,
208169,Violetta,Rankic,U,19800531,GER,,
208170,Elena,Uzunova,U,19840705,BUL,,
208171,Kristel,Van Den Tillaart,U,19830401,NED,,
208172,Mio,Kinjo,U,19840216,JPN,,
208173,Maren,Kassens,U,19870222,GER,,
208174,Ela,Kaludjer,U,19860410,CRO,,
208175,Tajna,Lukas,U,19850927,CRO,,
208176,Kristina,Kormuthova,R,19850424,SVK,,
208177,Alesa,Bagola,R,19851202,SLO,,
208178,Rita,Vukov,R,19871221,GER,,
208179,Adriana,Garuolis,U,19780902,USA,,
208180,Juana,Miras Navarro,U,19850403,ESP,,
208181,Beatriz,Pena Lueza,U,19860421,ESP,,
208182,Joanne,Mayne,R,19850429,GBR,,
208183,Simona,Morici,U,19810224,ITA,,
208184,Moira,Torrisi,U,19880201,ITA,,
208185,Kristina,Ufimtseva,U,19880909,RUS,,
208186,Vilma,Macheda,R,19860620,ITA,,
208187,Natalia,Rudnouskaya,U,19880525,BLR,,
208188,Milana,Yusupov,R,19870312,ISR,,
208189,Rotem,Goldstein,U,19870627,ISR,,
208190,Cora,Vasilescu,R,19861105,SWE,,
208191,Maria Paz,Orero,U,19830821,GUA,,
208192,Cecilia,Lainez,U,19880807,ESA,,
208193,Elena,Volobueva,U,19850305,RUS,,
208194,Julia,Roca Valverde,U,19840207,CRC,,
208195,Andrea,Bonilla,U,19870731,ESA,,
208196,Hagar,Caro,U,19860218,ISR,,
208197,Maria,Gugel,U,19880704,ISR,,
208198,Nicoleta,Ratiu,R,19840520,ROU,,
208199,Makere,Bradnam,U,19870109,NZL,,
208200,Hadas,Zabusky,U,19831215,AUS,,
208201,Julianne,Welford,R,19870716,AUS,,
208202,Jennifer,Poskitt,U,19860421,NZL,,
208203,Angie,Wilkinson,U,19800625,NZL,,
208204,Eleonora,Fornai,U,19850701,ITA,,
208205,Jovana,Jakouliev,U,19851022,YUG,,
208206,Iulia,Dogarescu,U,19840624,ROU,,
208207,Ina,Sartz,U,19810918,NOR,,
208208,Karima,Ait Ali Yahia,R,19860929,ALG,,
208209,Daiany,Luchi,U,19851012,BRA,,
208210,Mariana,Weschenfelder,R,19860618,BRA,,
208211,Sonia,Eguizabal Saracho,U,19861008,ESP,,
208212,Cayetana,Barbed Isusi,U,19850702,ESP,,
208213,Christine,Stastny,U,19831216,USA,,
208214,Sylwia,Domanska,U,19840117,POL,,
208215,Ann Kathrin,Gerk,U,19870204,GER,,
208216,Camille,Dubois,U,19840222,FRA,,
208217,Anete,Bandere,R,19870412,LAT,,
208218,Cynthia,Perez Gil,U,19800702,ESP,,
208219,Zora,Mark,U,19860306,SUI,,
208220,Irena,Noc,U,19821120,SLO,,
208221,Ivana,Gelo,U,19861127,CRO,,
208222,Lucia,Obysovska,U,19830803,SVK,,
208223,Mia,Kurek,U,19840529,CRO,,
208224,Margaryta,Dolzhenko,U,19860301,UKR,,
208225,Irina,Tkachenko,U,19860613,UKR,,
208226,Evgenia,Stupak,U,19871216,UKR,,
208227,Ganna,Butkevych,R,19850227,UKR,,
208228,Klaudia,Wlodarczyk,U,19841207,POL,,
208229,Alina,Orcholska,U,19880521,POL,,
208230,Samira,Takourabet,U,19770715,ALG,,
208231,Ilham,Zouaoui,U,19871226,ALG,,
208232,Imane,Maloufi,U,19880213,ALG,,
208233,Nabila,Yasri,U,19810529,ALG,,
208234,Anna,Novo,U,19870328,VEN,,
208235,Ping,Jia,U,19860608,CHN,,
208236,Jia Bao,Yin,U,19870205,CHN,,
208237,Shuang,Wu,R,19880123,CHN,,
208238,Dan Feng,Liu,U,19840922,CHN,,
208239,Dan,Li,U,19850206,CHN,,
208240,Yang Guang,Zhao,U,19860129,CHN,,
208241,Xi,Jin,U,19850504,CHN,,
208242,Cheng Jie,Lu,U,19840216,CHN,,
208243,Katrin,Glatz,U,19860307,AUT,,
