tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1963-1129,Wimbledon,Grass,,G,19630626,201,225505,,,Mrs C H Robinson,U,,GBR,,226056,,,Mrs A P Anderson,U,,GBR,,1-6 6-4 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,202,200807,,,Ulla Sandulf,U,,SWE,20.4024640657,225506,,,Barbara Horton,U,,GBR,,9-7 6-2,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,203,225599,,,Diane Tuckey,U,,GBR,,224135,,,Vicky Coombs,U,,GBR,,6-1 6-0,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,204,201105,,,Margaret Lee,U,,GBR,,225177,,,Mrs C T Clark,U,,GBR,,6-4 7-5,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,205,212655,,,Katarina Bartholdson,U,,SWE,22.3299110198,224568,,,Vivienne Dennis,U,,GBR,19.6988364134,6-4 6-2,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,206,216633,,,Mary Mcanally,U,,GBR,,225271,,,Shirley Hannah,U,,GBR,,7-5 6-2,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,207,225605,,,Judy Tee,U,,GBR,,225025,,,Frances Walton,U,,GBR,,6-? 10-8,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,208,223659,,,Heather Allen,U,,GBR,-0.985626283368,225505,,,Mrs C H Robinson,U,,GBR,,6-2 6-1,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,209,200807,,,Ulla Sandulf,U,,SWE,20.4024640657,226057,,,I E Kemp,U,,GBR,,8-6 6-4,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,210,225572,,,Joyce Fulton,U,,GBR,25.3552361396,225602,,,Caroline Lyon,U,,GBR,,3-6 6-2 10-8,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1129,Wimbledon,Grass,,G,19630626,211,200796,,,Sally Holdsworth,U,,GBR,19.3730321697,225119,,,Jean Haskew,U,,GBR,,6-4 6-2,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,201,224984,,,Marie Jeanne Dusapt,U,,FRA,,225947,,,Monique Hamelin,U,,FRA,45.8234086242,6-4 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,202,225409,,,Francoise Courteix,R,,FRA,,224985,,,Josette Billaz,U,,FRA,,6-2 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,203,200893,,,Francoise Repoux,U,,FRA,27.9315537303,224653,,,Francoise Nay,U,,FRA,,6-1 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,204,200832,,,Daniele Bouteleux,U,,FRA,22.8528405202,223930,,,Jacqueline Venturino,U,,FRA,,6-3 4-6 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,205,200830,,,Chantal Langanay,U,,FRA,,225917,,,Michele Bourbonnais,U,,FRA,36.8596851472,7-5 6-0,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,206,224606,,,Anne Marie Seghers,L,,FRA,52.0355920602,200799,,,Christiane Spinoza,U,,FRA,18.4750171116,6-0 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,207,200850,,,Monique Salfati,R,,ITA,18.3627652293,203689,,,Jacqueline Berson,U,,FRA,,3-6 6-0 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
1963-1227,Bordeaux,Clay,,W,19630928,208,200825,,,Maylis Burel,U,,FRA,20.2436687201,216613,,,Maud Galtier,U,,FRA,50.4366872005,8-10 6-4 7-5,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
